territorio,sesso,fascia_eta,condizione_lavorativa,status_studente,anno,valore_migliaia
Nord-est,Maschi,15-24 anni,Totale inattivi,Totale,2020,375
Nord-est,Maschi,15-24 anni,Totale inattivi,Totale,2021,384
Nord-est,Maschi,15-24 anni,Totale inattivi,Totale,2022,376
Nord-est,Maschi,15-24 anni,Totale inattivi,Totale,2023,367
Nord-est,Maschi,15-24 anni,Totale inattivi,Totale,2024,383
Nord-est,Maschi,15-24 anni,Totale inattivi,Totale,2025,412
Nord-est,Maschi,15-24 anni,Forze lavoro potenziali,Totale,2018,23
Nord-est,Maschi,15-24 anni,Forze lavoro potenziali,Totale,2019,22
Nord-est,Maschi,15-24 anni,Forze lavoro potenziali,Totale,2020,23
Nord-est,Maschi,15-24 anni,Forze lavoro potenziali,Totale,2021,21
Nord-est,Maschi,15-24 anni,Forze lavoro potenziali,Totale,2022,22
Nord-est,Maschi,15-24 anni,Forze lavoro potenziali,Totale,2023,16
Nord-est,Maschi,15-24 anni,Forze lavoro potenziali,Totale,2024,19
Nord-est,Maschi,15-24 anni,Forze lavoro potenziali,Totale,2025,18
Nord-est,Maschi,15-24 anni,Non cercano e non disponibili,Totale,2018,352
Nord-est,Maschi,15-24 anni,Non cercano e non disponibili,Totale,2019,347
Nord-est,Maschi,15-24 anni,Non cercano e non disponibili,Totale,2020,353
Nord-est,Maschi,15-24 anni,Non cercano e non disponibili,Totale,2021,364
Nord-est,Maschi,15-24 anni,Non cercano e non disponibili,Totale,2022,354
Nord-est,Maschi,15-24 anni,Non cercano e non disponibili,Totale,2023,351
Nord-est,Maschi,15-24 anni,Non cercano e non disponibili,Totale,2024,364
Nord-est,Maschi,15-24 anni,Non cercano e non disponibili,Totale,2025,395
Nord-est,Maschi,15-24 anni,Totale,Totale,2017,545
Nord-est,Maschi,15-24 anni,Totale,Totale,2018,552
Nord-est,Maschi,15-24 anni,Totale,Totale,2019,557
Nord-est,Maschi,15-24 anni,Totale,Totale,2020,562
Nord-est,Maschi,15-24 anni,Totale,Totale,2021,568
Nord-est,Maschi,15-24 anni,Totale,Totale,2022,574
Nord-est,Maschi,15-24 anni,Totale,Totale,2023,577
Nord-est,Maschi,15-24 anni,Totale,Totale,2024,582
Nord-est,Maschi,15-24 anni,Totale,Totale,2025,588
Nord-est,Maschi,25-29 anni,Forze lavoro,Totale,2018,246
Nord-est,Maschi,25-29 anni,Forze lavoro,Totale,2019,249
Nord-est,Maschi,25-29 anni,Forze lavoro,Totale,2020,242
Nord-est,Maschi,25-29 anni,Forze lavoro,Totale,2021,243
Nord-est,Maschi,25-29 anni,Forze lavoro,Totale,2022,255
Nord-est,Maschi,25-29 anni,Forze lavoro,Totale,2023,255
Nord-est,Maschi,25-29 anni,Forze lavoro,Totale,2024,258
Nord-est,Maschi,25-29 anni,Forze lavoro,Totale,2025,262
Nord-est,Maschi,25-29 anni,Occupati,Totale,2018,226
Nord-est,Maschi,25-29 anni,Occupati,Totale,2019,232
Nord-est,Maschi,25-29 anni,Occupati,Totale,2020,218
Nord-est,Maschi,25-29 anni,Occupati,Totale,2021,223
Nord-est,Maschi,25-29 anni,Occupati,Totale,2022,239
Nord-est,Maschi,25-29 anni,Occupati,Totale,2023,243
Nord-est,Maschi,25-29 anni,Occupati,Totale,2024,246
Nord-est,Maschi,25-29 anni,Occupati,Totale,2025,252
Nord-est,Maschi,25-29 anni,Disoccupati,Totale,2018,20
Nord-est,Maschi,25-29 anni,Disoccupati,Totale,2019,18
Nord-est,Maschi,25-29 anni,Disoccupati,Totale,2020,25
Nord-est,Maschi,25-29 anni,Disoccupati,Totale,2021,20
Nord-est,Maschi,25-29 anni,Disoccupati,Totale,2022,16
Nord-est,Maschi,25-29 anni,Disoccupati,Totale,2023,13
Nord-est,Maschi,25-29 anni,Disoccupati,Totale,2024,12
Nord-est,Maschi,25-29 anni,Disoccupati,Totale,2025,10
Nord-est,Maschi,25-29 anni,Totale inattivi,Totale,2018,41
Nord-est,Maschi,25-29 anni,Totale inattivi,Totale,2019,39
Nord-est,Maschi,25-29 anni,Totale inattivi,Totale,2020,47
Nord-est,Maschi,25-29 anni,Totale inattivi,Totale,2021,47
Nord-est,Maschi,25-29 anni,Totale inattivi,Totale,2022,39
Nord-est,Maschi,25-29 anni,Totale inattivi,Totale,2023,39
Nord-est,Maschi,25-29 anni,Totale inattivi,Totale,2024,42
Nord-est,Maschi,25-29 anni,Totale inattivi,Totale,2025,45
Nord-est,Maschi,25-29 anni,Forze lavoro potenziali,Totale,2018,9
Nord-est,Maschi,25-29 anni,Forze lavoro potenziali,Totale,2019,7
Nord-est,Maschi,25-29 anni,Forze lavoro potenziali,Totale,2020,11
Nord-est,Maschi,25-29 anni,Forze lavoro potenziali,Totale,2021,16
Nord-est,Maschi,25-29 anni,Forze lavoro potenziali,Totale,2022,11
Nord-est,Maschi,25-29 anni,Forze lavoro potenziali,Totale,2023,8
Nord-est,Maschi,25-29 anni,Forze lavoro potenziali,Totale,2024,10
Nord-est,Maschi,25-29 anni,Forze lavoro potenziali,Totale,2025,8
Nord-est,Maschi,25-29 anni,Non cercano e non disponibili,Totale,2018,32
Nord-est,Maschi,25-29 anni,Non cercano e non disponibili,Totale,2019,33
Nord-est,Maschi,25-29 anni,Non cercano e non disponibili,Totale,2020,36
Nord-est,Maschi,25-29 anni,Non cercano e non disponibili,Totale,2021,31
Nord-est,Maschi,25-29 anni,Non cercano e non disponibili,Totale,2022,28
Nord-est,Maschi,25-29 anni,Non cercano e non disponibili,Totale,2023,30
Nord-est,Maschi,25-29 anni,Non cercano e non disponibili,Totale,2024,31
Nord-est,Maschi,25-29 anni,Non cercano e non disponibili,Totale,2025,36
Nord-est,Maschi,25-29 anni,Totale,Totale,2018,287
Nord-est,Maschi,25-29 anni,Totale,Totale,2019,289
Nord-est,Maschi,25-29 anni,Totale,Totale,2020,289
Nord-est,Maschi,25-29 anni,Totale,Totale,2021,290
Nord-est,Maschi,25-29 anni,Totale,Totale,2022,294
Nord-est,Maschi,25-29 anni,Totale,Totale,2023,294
Nord-est,Maschi,25-29 anni,Totale,Totale,2024,300
Nord-est,Maschi,25-29 anni,Totale,Totale,2025,307
Nord-est,Maschi,15-29 anni,Forze lavoro,Totale,2018,423
Nord-est,Maschi,15-29 anni,Forze lavoro,Totale,2019,438
Nord-est,Maschi,15-29 anni,Forze lavoro,Totale,2020,429
Nord-est,Maschi,15-29 anni,Forze lavoro,Totale,2021,426
Nord-est,Maschi,15-29 anni,Forze lavoro,Totale,2022,453
Nord-est,Maschi,15-29 anni,Forze lavoro,Totale,2023,466
Nord-est,Maschi,15-29 anni,Forze lavoro,Totale,2024,457
Nord-est,Maschi,15-29 anni,Forze lavoro,Totale,2025,438
Nord-est,Maschi,15-29 anni,Occupati,Totale,2018,375
Nord-est,Maschi,15-29 anni,Occupati,Totale,2019,391
Nord-est,Maschi,15-29 anni,Occupati,Totale,2020,375
Nord-est,Maschi,15-29 anni,Occupati,Totale,2021,377
Nord-est,Maschi,15-29 anni,Occupati,Totale,2022,412
Nord-est,Maschi,15-29 anni,Occupati,Totale,2023,426
Nord-est,Maschi,15-29 anni,Occupati,Totale,2024,425
Nord-est,Maschi,15-29 anni,Occupati,Totale,2025,405
Nord-est,Maschi,15-29 anni,Disoccupati,Totale,2018,48
Nord-est,Maschi,15-29 anni,Disoccupati,Totale,2019,47
Nord-est,Maschi,15-29 anni,Disoccupati,Totale,2020,54
Nord-est,Maschi,15-29 anni,Disoccupati,Totale,2021,49
Nord-est,Maschi,15-29 anni,Disoccupati,Totale,2022,41
Nord-est,Maschi,15-29 anni,Disoccupati,Totale,2023,40
Nord-est,Maschi,15-29 anni,Disoccupati,Totale,2024,32
Nord-est,Maschi,15-29 anni,Disoccupati,Totale,2025,33
Nord-est,Maschi,15-29 anni,Totale inattivi,Totale,2018,416
Nord-est,Maschi,15-29 anni,Totale inattivi,Totale,2019,408
Nord-est,Maschi,15-29 anni,Totale inattivi,Totale,2020,422
Nord-est,Maschi,15-29 anni,Totale inattivi,Totale,2021,431
Nord-est,Maschi,15-29 anni,Totale inattivi,Totale,2022,415
Nord-est,Maschi,15-29 anni,Totale inattivi,Totale,2023,406
Nord-est,Maschi,15-29 anni,Totale inattivi,Totale,2024,425
Nord-est,Maschi,15-29 anni,Totale inattivi,Totale,2025,457
Nord-est,Maschi,15-29 anni,Forze lavoro potenziali,Totale,2018,32
Nord-est,Maschi,15-29 anni,Forze lavoro potenziali,Totale,2019,29
Nord-est,Maschi,15-29 anni,Forze lavoro potenziali,Totale,2020,34
Nord-est,Maschi,15-29 anni,Forze lavoro potenziali,Totale,2021,36
Nord-est,Maschi,15-29 anni,Forze lavoro potenziali,Totale,2022,33
Nord-est,Maschi,15-29 anni,Forze lavoro potenziali,Totale,2023,24
Nord-est,Maschi,15-29 anni,Forze lavoro potenziali,Totale,2024,30
Nord-est,Maschi,15-29 anni,Forze lavoro potenziali,Totale,2025,26
Nord-est,Maschi,15-29 anni,Non cercano e non disponibili,Totale,2018,384
Nord-est,Maschi,15-29 anni,Non cercano e non disponibili,Totale,2019,380
Nord-est,Maschi,15-29 anni,Non cercano e non disponibili,Totale,2020,389
Nord-est,Maschi,15-29 anni,Non cercano e non disponibili,Totale,2021,395
Nord-est,Maschi,15-29 anni,Non cercano e non disponibili,Totale,2022,382
Nord-est,Maschi,15-29 anni,Non cercano e non disponibili,Totale,2023,382
Nord-est,Maschi,15-29 anni,Non cercano e non disponibili,Totale,2024,395
Nord-est,Maschi,15-29 anni,Non cercano e non disponibili,Totale,2025,431
Nord-est,Maschi,15-29 anni,Totale,Totale,2018,839
Nord-est,Maschi,15-29 anni,Totale,Totale,2019,846
Nord-est,Maschi,15-29 anni,Totale,Totale,2020,851
Nord-est,Maschi,15-29 anni,Totale,Totale,2021,857
Nord-est,Maschi,15-29 anni,Totale,Totale,2022,868
Nord-est,Maschi,15-29 anni,Totale,Totale,2023,871
Nord-est,Maschi,15-29 anni,Totale,Totale,2024,882
Nord-est,Maschi,15-29 anni,Totale,Totale,2025,895
Nord-est,Maschi,30-34 anni,Forze lavoro,Totale,2018,282
Nord-est,Maschi,30-34 anni,Forze lavoro,Totale,2019,281
Nord-est,Maschi,30-34 anni,Forze lavoro,Totale,2020,282
Nord-est,Maschi,30-34 anni,Forze lavoro,Totale,2021,285
Nord-est,Maschi,30-34 anni,Forze lavoro,Totale,2022,290
Nord-est,Maschi,30-34 anni,Forze lavoro,Totale,2023,296
Nord-est,Maschi,30-34 anni,Forze lavoro,Totale,2024,299
Nord-est,Maschi,30-34 anni,Forze lavoro,Totale,2025,304
Nord-est,Maschi,30-34 anni,Occupati,Totale,2018,266
Nord-est,Maschi,30-34 anni,Occupati,Totale,2019,264
Nord-est,Maschi,30-34 anni,Occupati,Totale,2020,266
Nord-est,Maschi,30-34 anni,Occupati,Totale,2021,273
Nord-est,Maschi,30-34 anni,Occupati,Totale,2022,281
Nord-est,Maschi,30-34 anni,Occupati,Totale,2023,283
Nord-est,Maschi,30-34 anni,Occupati,Totale,2024,290
Nord-est,Maschi,30-34 anni,Occupati,Totale,2025,296
Nord-est,Maschi,30-34 anni,Disoccupati,Totale,2018,16
Nord-est,Maschi,30-34 anni,Disoccupati,Totale,2019,17
Nord-est,Maschi,30-34 anni,Disoccupati,Totale,2020,16
Nord-est,Maschi,30-34 anni,Disoccupati,Totale,2021,11
Nord-est,Maschi,30-34 anni,Disoccupati,Totale,2022,9
Nord-est,Maschi,30-34 anni,Disoccupati,Totale,2023,12
Nord-est,Maschi,30-34 anni,Disoccupati,Totale,2024,10
Nord-est,Maschi,30-34 anni,Disoccupati,Totale,2025,8
Nord-est,Maschi,30-34 anni,Totale inattivi,Totale,2018,21
Nord-est,Maschi,30-34 anni,Totale inattivi,Totale,2019,21
Nord-est,Maschi,30-34 anni,Totale inattivi,Totale,2020,21
Nord-est,Maschi,30-34 anni,Totale inattivi,Totale,2021,19
Nord-est,Maschi,30-34 anni,Totale inattivi,Totale,2022,18
Nord-est,Maschi,30-34 anni,Totale inattivi,Totale,2023,14
Nord-est,Maschi,30-34 anni,Totale inattivi,Totale,2024,14
Nord-est,Maschi,30-34 anni,Totale inattivi,Totale,2025,13
Nord-est,Maschi,30-34 anni,Forze lavoro potenziali,Totale,2018,10
Nord-est,Maschi,30-34 anni,Forze lavoro potenziali,Totale,2019,10
Nord-est,Maschi,30-34 anni,Forze lavoro potenziali,Totale,2020,10
Nord-est,Maschi,30-34 anni,Forze lavoro potenziali,Totale,2021,9
Nord-est,Maschi,30-34 anni,Forze lavoro potenziali,Totale,2022,7
Nord-est,Maschi,30-34 anni,Forze lavoro potenziali,Totale,2023,7
Nord-est,Maschi,30-34 anni,Forze lavoro potenziali,Totale,2024,4
Nord-est,Maschi,30-34 anni,Forze lavoro potenziali,Totale,2025,5
Nord-est,Maschi,30-34 anni,Non cercano e non disponibili,Totale,2018,11
Nord-est,Maschi,30-34 anni,Non cercano e non disponibili,Totale,2019,11
Nord-est,Maschi,30-34 anni,Non cercano e non disponibili,Totale,2020,11
Nord-est,Maschi,30-34 anni,Non cercano e non disponibili,Totale,2021,9
Nord-est,Maschi,30-34 anni,Non cercano e non disponibili,Totale,2022,11
Nord-est,Maschi,30-34 anni,Non cercano e non disponibili,Totale,2023,7
Nord-est,Maschi,30-34 anni,Non cercano e non disponibili,Totale,2024,9
Nord-est,Maschi,30-34 anni,Non cercano e non disponibili,Totale,2025,8
Nord-est,Maschi,30-34 anni,Totale,Totale,2018,303
Nord-est,Maschi,30-34 anni,Totale,Totale,2019,303
Nord-est,Maschi,30-34 anni,Totale,Totale,2020,302
Nord-est,Maschi,30-34 anni,Totale,Totale,2021,303
Nord-est,Maschi,30-34 anni,Totale,Totale,2022,308
Nord-est,Maschi,30-34 anni,Totale,Totale,2023,309
Nord-est,Maschi,30-34 anni,Totale,Totale,2024,313
Nord-est,Maschi,30-34 anni,Totale,Totale,2025,316
Nord-est,Maschi,25-34 anni,Forze lavoro,Totale,2017,526
Nord-est,Maschi,25-34 anni,Forze lavoro,Totale,2018,528
Nord-est,Maschi,25-34 anni,Forze lavoro,Totale,2019,531
Nord-est,Maschi,25-34 anni,Forze lavoro,Totale,2020,524
Nord-est,Maschi,25-34 anni,Forze lavoro,Totale,2021,527
Nord-est,Maschi,25-34 anni,Forze lavoro,Totale,2022,544
Nord-est,Maschi,25-34 anni,Forze lavoro,Totale,2023,551
Nord-est,Maschi,25-34 anni,Forze lavoro,Totale,2024,557
Nord-est,Maschi,25-34 anni,Forze lavoro,Totale,2025,565
Nord-est,Maschi,25-34 anni,Occupati,Totale,2017,486
Nord-est,Maschi,25-34 anni,Occupati,Totale,2018,492
Nord-est,Maschi,25-34 anni,Occupati,Totale,2019,496
Nord-est,Maschi,25-34 anni,Occupati,Totale,2020,484
Nord-est,Maschi,25-34 anni,Occupati,Totale,2021,496
Nord-est,Maschi,25-34 anni,Occupati,Totale,2022,520
Nord-est,Maschi,25-34 anni,Occupati,Totale,2023,526
Nord-est,Maschi,25-34 anni,Occupati,Totale,2024,536
Nord-est,Maschi,25-34 anni,Occupati,Totale,2025,547
Nord-est,Maschi,25-34 anni,Disoccupati,Totale,2017,40
Nord-est,Maschi,25-34 anni,Disoccupati,Totale,2018,36
Nord-est,Maschi,25-34 anni,Disoccupati,Totale,2019,35
Nord-est,Maschi,25-34 anni,Disoccupati,Totale,2020,40
Nord-est,Maschi,25-34 anni,Disoccupati,Totale,2021,31
Nord-est,Maschi,25-34 anni,Disoccupati,Totale,2022,25
Nord-est,Maschi,25-34 anni,Disoccupati,Totale,2023,25
Nord-est,Maschi,25-34 anni,Disoccupati,Totale,2024,21
Nord-est,Maschi,25-34 anni,Disoccupati,Totale,2025,18
Nord-est,Maschi,25-34 anni,Totale inattivi,Totale,2017,63
Nord-est,Maschi,25-34 anni,Totale inattivi,Totale,2018,62
Nord-est,Maschi,25-34 anni,Totale inattivi,Totale,2019,61
Nord-est,Maschi,25-34 anni,Totale inattivi,Totale,2020,68
Nord-est,Maschi,25-34 anni,Totale inattivi,Totale,2021,66
Nord-est,Maschi,25-34 anni,Totale inattivi,Totale,2022,57
Nord-est,Maschi,25-34 anni,Totale inattivi,Totale,2023,52
Nord-est,Maschi,25-34 anni,Totale inattivi,Totale,2024,55
Nord-est,Maschi,25-34 anni,Totale inattivi,Totale,2025,58
Nord-est,Maschi,25-34 anni,Forze lavoro potenziali,Totale,2018,19
Nord-est,Maschi,25-34 anni,Forze lavoro potenziali,Totale,2019,17
Nord-est,Maschi,25-34 anni,Forze lavoro potenziali,Totale,2020,21
Nord-est,Maschi,25-34 anni,Forze lavoro potenziali,Totale,2021,25
Nord-est,Maschi,25-34 anni,Forze lavoro potenziali,Totale,2022,17
Nord-est,Maschi,25-34 anni,Forze lavoro potenziali,Totale,2023,15
Nord-est,Maschi,25-34 anni,Forze lavoro potenziali,Totale,2024,14
Nord-est,Maschi,25-34 anni,Forze lavoro potenziali,Totale,2025,14
Nord-est,Maschi,25-34 anni,Non cercano e non disponibili,Totale,2018,43
Nord-est,Maschi,25-34 anni,Non cercano e non disponibili,Totale,2019,44
Nord-est,Maschi,25-34 anni,Non cercano e non disponibili,Totale,2020,47
Nord-est,Maschi,25-34 anni,Non cercano e non disponibili,Totale,2021,41
Nord-est,Maschi,25-34 anni,Non cercano e non disponibili,Totale,2022,39
Nord-est,Maschi,25-34 anni,Non cercano e non disponibili,Totale,2023,37
Nord-est,Maschi,25-34 anni,Non cercano e non disponibili,Totale,2024,41
Nord-est,Maschi,25-34 anni,Non cercano e non disponibili,Totale,2025,44
Nord-est,Maschi,25-34 anni,Totale,Totale,2017,589
Nord-est,Maschi,25-34 anni,Totale,Totale,2018,590
Nord-est,Maschi,25-34 anni,Totale,Totale,2019,591
Nord-est,Maschi,25-34 anni,Totale,Totale,2020,592
Nord-est,Maschi,25-34 anni,Totale,Totale,2021,593
Nord-est,Maschi,25-34 anni,Totale,Totale,2022,601
Nord-est,Maschi,25-34 anni,Totale,Totale,2023,603
Nord-est,Maschi,25-34 anni,Totale,Totale,2024,612
Nord-est,Maschi,25-34 anni,Totale,Totale,2025,623
Nord-est,Maschi,15-34 anni,Forze lavoro,No,2018,670
Nord-est,Maschi,15-34 anni,Forze lavoro,No,2019,686
Nord-est,Maschi,15-34 anni,Forze lavoro,No,2020,679
Nord-est,Maschi,15-34 anni,Forze lavoro,No,2021,672
Nord-est,Maschi,15-34 anni,Forze lavoro,No,2022,698
Nord-est,Maschi,15-34 anni,Forze lavoro,No,2023,714
Nord-est,Maschi,15-34 anni,Forze lavoro,No,2024,711
Nord-est,Maschi,15-34 anni,Forze lavoro,No,2025,700
Nord-est,Maschi,15-34 anni,Forze lavoro,Si,2018,35
Nord-est,Maschi,15-34 anni,Forze lavoro,Si,2019,33
Nord-est,Maschi,15-34 anni,Forze lavoro,Si,2020,32
Nord-est,Maschi,15-34 anni,Forze lavoro,Si,2021,39
Nord-est,Maschi,15-34 anni,Forze lavoro,Si,2022,44
Nord-est,Maschi,15-34 anni,Forze lavoro,Si,2023,47
Nord-est,Maschi,15-34 anni,Forze lavoro,Si,2024,46
Nord-est,Maschi,15-34 anni,Forze lavoro,Si,2025,42
Nord-est,Maschi,15-34 anni,Forze lavoro,Totale,2017,703
Nord-est,Maschi,15-34 anni,Forze lavoro,Totale,2018,704
Nord-est,Maschi,15-34 anni,Forze lavoro,Totale,2019,719
Nord-est,Maschi,15-34 anni,Forze lavoro,Totale,2020,711
Nord-est,Maschi,15-34 anni,Forze lavoro,Totale,2021,711
Nord-est,Maschi,15-34 anni,Forze lavoro,Totale,2022,743
Nord-est,Maschi,15-34 anni,Forze lavoro,Totale,2023,761
Nord-est,Maschi,15-34 anni,Forze lavoro,Totale,2024,756
Nord-est,Maschi,15-34 anni,Forze lavoro,Totale,2025,741
Nord-est,Maschi,15-34 anni,Occupati,No,2018,611
Nord-est,Maschi,15-34 anni,Occupati,No,2019,627
Nord-est,Maschi,15-34 anni,Occupati,No,2020,614
Nord-est,Maschi,15-34 anni,Occupati,No,2021,616
Nord-est,Maschi,15-34 anni,Occupati,No,2022,651
Nord-est,Maschi,15-34 anni,Occupati,No,2023,667
Nord-est,Maschi,15-34 anni,Occupati,No,2024,672
Nord-est,Maschi,15-34 anni,Occupati,No,2025,664
Nord-est,Maschi,15-34 anni,Occupati,Si,2018,30
Nord-est,Maschi,15-34 anni,Occupati,Si,2019,28
Nord-est,Maschi,15-34 anni,Occupati,Si,2020,27
Nord-est,Maschi,15-34 anni,Occupati,Si,2021,34
Nord-est,Maschi,15-34 anni,Occupati,Si,2022,41
Nord-est,Maschi,15-34 anni,Occupati,Si,2023,43
Nord-est,Maschi,15-34 anni,Occupati,Si,2024,42
Nord-est,Maschi,15-34 anni,Occupati,Si,2025,37
Nord-est,Maschi,15-34 anni,Occupati,Totale,2017,635
Nord-est,Maschi,15-34 anni,Occupati,Totale,2018,641
Nord-est,Maschi,15-34 anni,Occupati,Totale,2019,655
Nord-est,Maschi,15-34 anni,Occupati,Totale,2020,641
Nord-est,Maschi,15-34 anni,Occupati,Totale,2021,651
Nord-est,Maschi,15-34 anni,Occupati,Totale,2022,693
Nord-est,Maschi,15-34 anni,Occupati,Totale,2023,709
Nord-est,Maschi,15-34 anni,Occupati,Totale,2024,714
Nord-est,Maschi,15-34 anni,Occupati,Totale,2025,701
Nord-est,Maschi,15-34 anni,Disoccupati,No,2018,59
Nord-est,Maschi,15-34 anni,Disoccupati,No,2019,59
Nord-est,Maschi,15-34 anni,Disoccupati,No,2020,65
Nord-est,Maschi,15-34 anni,Disoccupati,No,2021,56
Nord-est,Maschi,15-34 anni,Disoccupati,No,2022,47
Nord-est,Maschi,15-34 anni,Disoccupati,No,2023,48
Nord-est,Maschi,15-34 anni,Disoccupati,No,2024,38
Nord-est,Maschi,15-34 anni,Disoccupati,No,2025,35
Nord-est,Maschi,15-34 anni,Disoccupati,Si,2018,5
Nord-est,Maschi,15-34 anni,Disoccupati,Si,2019,5
Nord-est,Maschi,15-34 anni,Disoccupati,Si,2020,4
Nord-est,Maschi,15-34 anni,Disoccupati,Si,2021,5
Nord-est,Maschi,15-34 anni,Disoccupati,Si,2022,3
Nord-est,Maschi,15-34 anni,Disoccupati,Si,2023,4
Nord-est,Maschi,15-34 anni,Disoccupati,Si,2024,4
Nord-est,Maschi,15-34 anni,Disoccupati,Si,2025,5
Nord-est,Maschi,15-34 anni,Disoccupati,Totale,2017,68
Nord-est,Maschi,15-34 anni,Disoccupati,Totale,2018,63
Nord-est,Maschi,15-34 anni,Disoccupati,Totale,2019,64
Nord-est,Maschi,15-34 anni,Disoccupati,Totale,2020,70
Nord-est,Maschi,15-34 anni,Disoccupati,Totale,2021,60
Nord-est,Maschi,15-34 anni,Disoccupati,Totale,2022,50
Nord-est,Maschi,15-34 anni,Disoccupati,Totale,2023,52
Nord-est,Maschi,15-34 anni,Disoccupati,Totale,2024,42
Nord-est,Maschi,15-34 anni,Disoccupati,Totale,2025,40
Nord-est,Maschi,15-34 anni,Totale inattivi,No,2018,77
Nord-est,Maschi,15-34 anni,Totale inattivi,No,2019,67
Nord-est,Maschi,15-34 anni,Totale inattivi,No,2020,73
Nord-est,Maschi,15-34 anni,Totale inattivi,No,2021,88
Nord-est,Maschi,15-34 anni,Totale inattivi,No,2022,86
Nord-est,Maschi,15-34 anni,Totale inattivi,No,2023,52
Nord-est,Maschi,15-34 anni,Totale inattivi,No,2024,49
Nord-est,Maschi,15-34 anni,Totale inattivi,No,2025,44
Nord-est,Maschi,15-34 anni,Totale inattivi,Si,2018,360
Nord-est,Maschi,15-34 anni,Totale inattivi,Si,2019,362
Nord-est,Maschi,15-34 anni,Totale inattivi,Si,2020,370
Nord-est,Maschi,15-34 anni,Totale inattivi,Si,2021,362
Nord-est,Maschi,15-34 anni,Totale inattivi,Si,2022,347
Nord-est,Maschi,15-34 anni,Totale inattivi,Si,2023,367
Nord-est,Maschi,15-34 anni,Totale inattivi,Si,2024,389
Nord-est,Maschi,15-34 anni,Totale inattivi,Si,2025,426
Nord-est,Maschi,15-34 anni,Totale inattivi,Totale,2017,431
Nord-est,Maschi,15-34 anni,Totale inattivi,Totale,2018,437
Nord-est,Maschi,15-34 anni,Totale inattivi,Totale,2019,430
Nord-est,Maschi,15-34 anni,Totale inattivi,Totale,2020,443
Nord-est,Maschi,15-34 anni,Totale inattivi,Totale,2021,450
Nord-est,Maschi,15-34 anni,Totale inattivi,Totale,2022,433
Nord-est,Maschi,15-34 anni,Totale inattivi,Totale,2023,419
Nord-est,Maschi,15-34 anni,Totale inattivi,Totale,2024,438
Nord-est,Maschi,15-34 anni,Totale inattivi,Totale,2025,470
Nord-est,Maschi,15-34 anni,Forze lavoro potenziali,No,2018,33
Nord-est,Maschi,15-34 anni,Forze lavoro potenziali,No,2019,30
Nord-est,Maschi,15-34 anni,Forze lavoro potenziali,No,2020,35
Nord-est,Maschi,15-34 anni,Forze lavoro potenziali,No,2021,38
Nord-est,Maschi,15-34 anni,Forze lavoro potenziali,No,2022,32
Nord-est,Maschi,15-34 anni,Forze lavoro potenziali,No,2023,24
Nord-est,Maschi,15-34 anni,Forze lavoro potenziali,No,2024,24
Nord-est,Maschi,15-34 anni,Forze lavoro potenziali,No,2025,21
Nord-est,Maschi,15-34 anni,Forze lavoro potenziali,Si,2018,9
Nord-est,Maschi,15-34 anni,Forze lavoro potenziali,Si,2019,9
Nord-est,Maschi,15-34 anni,Forze lavoro potenziali,Si,2020,9
Nord-est,Maschi,15-34 anni,Forze lavoro potenziali,Si,2021,8
Nord-est,Maschi,15-34 anni,Forze lavoro potenziali,Si,2022,7
Nord-est,Maschi,15-34 anni,Forze lavoro potenziali,Si,2023,6
Nord-est,Maschi,15-34 anni,Forze lavoro potenziali,Si,2024,9
Nord-est,Maschi,15-34 anni,Forze lavoro potenziali,Si,2025,10
Nord-est,Maschi,15-34 anni,Forze lavoro potenziali,Totale,2018,42
Nord-est,Maschi,15-34 anni,Forze lavoro potenziali,Totale,2019,39
Nord-est,Maschi,15-34 anni,Forze lavoro potenziali,Totale,2020,44
Nord-est,Maschi,15-34 anni,Forze lavoro potenziali,Totale,2021,46
Nord-est,Maschi,15-34 anni,Forze lavoro potenziali,Totale,2022,39
Nord-est,Maschi,15-34 anni,Forze lavoro potenziali,Totale,2023,30
